bacon,bacon,培根,/ˈbeɪkən/,food,1f953,
steak,steak,牛排,/steɪk/,food,1f969,
salad,salad,沙拉,/ˈsæləd/,food,1f957,
soup,soup,汤,/suːp/,food,1f372,
sandwich,sandwich,三明治,/ˈsænwɪdʒ/,food,1f96a,
taco,taco,墨西哥卷饼,/ˈtækəʊ/,food,1f32e,
burrito,burrito,墨西哥饭卷,/bəˈriːtəʊ/,food,1f32f,
pancake,pancake,煎饼,/ˈpænkæk/,food,1f95e,
croissant,croissant,牛角面包,/ˈkrwɑːsəʊ/,food,1f950,
bagel,bagel,贝果,/ˈbeɪɡl/,food,1f96f,
pretzel,pretzel,椒盐卷饼,/ˈpretsl/,food,1f968,
popcorn,popcorn,爆米花,/ˈpɒpkɔːn/,food,1f37f,
butter,butter,黄油,/ˈbʌtə/,food,1f9c8,
dumpling,dumpling,饺子,/ˈdʌmplɪŋ/,food,1f95f,
bento,bento,便当,/ˈbentəʊ/,food,1f371,
curry,curry,咖喱饭,/ˈkʌri/,food,1f35b,
toast,toast,吐司,/təʊst/,food,,toast
cereal,cereal,麦片,/ˈsɪəriəl/,food,,cereal
porridge,porridge,粥,/ˈpɒrɪdʒ/,food,,porridge
tofu,tofu,豆腐,/ˈtəʊfuː/,food,,tofu
jam,jam,果酱,/dʒæm/,food,,jam
yogurt,yogurt,酸奶,/ˈjɒɡət/,food,,yogurt
sausage,sausage,香肠,/ˈsɒsɪdʒ/,food,,sausage
meatball,meatball,肉丸子,/ˈmiːtbɔːl/,food,,meatball
sugar,sugar,糖,/ˈʃʊɡə/,food,,sugar
flour,flour,面粉,/ˈflaʊə/,food,,flour
snack,snack,零食,/snæk/,food,,snack
breakfast,breakfast,早餐,/ˈbrekfəst/,food,,breakfast
lunch,lunch,午餐,/lʌntʃ/,food,,lunch
dinner,dinner,晚餐,/ˈdɪnə/,food,,dinner
cabbage,cabbage,卷心菜,/ˈkæbɪdʒ/,vegetables,1f96c,
beans,beans,豆子,/biːnz/,vegetables,,beans
peas,peas,豌豆,/piːz/,vegetables,,peas
ginger,ginger,姜,/ˈdʒɪndʒə/,vegetables,,ginger
lotus root,lotus root,莲藕,/ˈləʊtəs ruːt/,vegetables,,lotus root
bean sprout,bean sprout,豆芽,/biːn spraʊt/,vegetables,,bean sprout
cupcake,cupcake,纸杯蛋糕,/ˈkʌpkeɪk/,desserts,1f9c1,
pie,pie,馅饼,/paɪ/,desserts,1f967,
lollipop,lollipop,棒棒糖,/ˈlɒlipɒp/,desserts,1f36d,
birthday cake,birthday cake,生日蛋糕,/ˈbɜːθdeɪ keɪk/,desserts,1f382,
pudding,pudding,布丁,/ˈpʊdɪŋ/,desserts,1f36e,
shaved ice,shaved ice,刨冰,/ʃeɪvd aɪs/,desserts,1f367,
sundae,sundae,圣代冰淇淋,/ˈsʌndeɪ/,desserts,1f368,
jelly,jelly,果冻,/ˈdʒeli/,desserts,,jelly
marshmallow,marshmallow,棉花糖,/ˌmɑːʃˈmæləʊ/,desserts,,marshmallow
bubble gum,bubble gum,泡泡糖,/ˈbʌbl ɡʌm/,desserts,,bubble gum
milkshake,milkshake,奶昔,/ˈmɪlkʃeɪk/,desserts,,milkshake
brownie,brownie,布朗尼,/ˈbraʊni/,desserts,,brownie
muffin,muffin,玛芬蛋糕,/ˈmʌfɪn/,desserts,,muffin
macaron,macaron,马卡龙,/ˌmækəˈrɒn/,desserts,,macaron
cheesecake,cheesecake,芝士蛋糕,/ˈtʃiːzkeɪk/,desserts,,cheesecake
ice pop,ice pop,冰棍,/aɪs pɒp/,desserts,,ice pop
gummy,gummy,软糖,/ˈɡʌmi/,desserts,,gummy
juice,juice,果汁,/dʒuːs/,drinks,1f9c3,
soda,soda,汽水,/ˈsəʊdə/,drinks,1f964,
tea,tea,茶,/tiː/,drinks,1f375,
bubble tea,bubble tea,珍珠奶茶,/ˈbʌbl tiː/,drinks,1f9cb,
water,water,水,/ˈwɔːtə/,drinks,1f4a7,
coffee,coffee,咖啡,/ˈkɒfi/,drinks,,coffee
cocoa,cocoa,可可,/ˈkəʊkəʊ/,drinks,,cocoa
lemonade,lemonade,柠檬水,/ˌleməˈneɪd/,drinks,,lemonade
soy milk,soy milk,豆浆,/sɔɪ mɪlk/,drinks,,soy milk
smoothie,smoothie,思慕雪,/ˈsmuːði/,drinks,,smoothie
shorts,shorts,短裤,/ʃɔːts/,clothes,1fa73,
swimsuit,swimsuit,泳衣,/ˈswɪmsuːt/,clothes,1fa71,
goggles,goggles,泳镜,/ˈɡɒɡlz/,clothes,1f97d,
kimono,kimono,和服,/kɪˈməʊnəʊ/,clothes,1f458,
sandals,sandals,凉鞋,/ˈsændlz/,clothes,1fa74,
high heels,high heels,高跟鞋,/haɪ hiːlz/,clothes,1f460,
purse,purse,零钱包,/pɜːs/,clothes,1f45b,
handbag,handbag,手提包,/ˈhændbæɡ/,clothes,1f45c,
graduation cap,graduation cap,学士帽,/ˌɡrædʒuˈeɪʃn kæp/,clothes,1f393,
lab coat,lab coat,白大褂,/læb kəʊt/,clothes,1f97c,
ballet shoes,ballet shoes,芭蕾舞鞋,/ˈbæleɪ ʃuːz/,clothes,1fa70,
sofa,sofa,沙发,/ˈsəʊfə/,home,1f6cb_fe0f,
bathtub,bathtub,浴缸,/ˈbɑːθtʌb/,home,1f6c1,
shower,shower,淋浴,/ˈʃaʊə/,home,1f6bf,
